customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,tech_support,online_security,paperless_billing,churn
CUST-02038,3,64.08,91.68,One year,Fiber optic,Mailed check,0,Yes,Yes,No,No,Yes,Yes
CUST-02039,72,59.57,4285.27,One year,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,No
CUST-02040,33,61.68,1989.27,Month-to-month,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,Yes
CUST-02041,21,37.39,660.17,Month-to-month,DSL,Bank transfer,0,No,No,No,No,No,Yes
CUST-02042,65,105.1,6930.96,One year,Fiber optic,Credit card,1,Yes,No,No,Yes,Yes,Yes
CUST-02043,54,34.43,1875.44,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,No
CUST-02044,54,64.99,3501.4,Two year,DSL,Credit card,1,No,No,Yes,No,Yes,No
CUST-02045,20,96.15,2096.85,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,No
CUST-02046,72,69.25,5001.55,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes
CUST-02047,33,45.52,1624.95,Two year,Fiber optic,Mailed check,0,No,No,Yes,No,No,No
CUST-02048,39,36.28,1309.13,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,No,Yes,No
CUST-02049,55,64.25,3454.52,Month-to-month,DSL,Electronic check,1,Yes,No,No,No,Yes,Yes
CUST-02050,48,51.07,2451.43,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No
CUST-02051,13,75.13,986.21,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No
CUST-02052,22,34.96,798.84,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes
CUST-02053,27,90.33,2538.99,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,No,Yes,Yes,Yes
CUST-02054,69,72.89,5391.15,Month-to-month,Fiber optic,Credit card,1,Yes,Yes,Yes,Yes,Yes,No
CUST-02055,52,74.75,3725.42,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No
CUST-02056,27,106.03,2801.47,Two year,DSL,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-02057,53,59.06,3169.92,Two year,Fiber optic,Mailed check,0,Yes,Yes,No,No,Yes,No
CUST-02058,54,51.85,2995.36,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,No,No
CUST-02059,29,56.31,1610.16,Two year,DSL,Electronic check,1,Yes,No,No,No,No,No
CUST-02060,30,65.19,1953.36,Two year,DSL,Credit card,0,No,No,Yes,No,Yes,No
CUST-02061,65,67.73,4360.99,Two year,DSL,Electronic check,0,Yes,Yes,No,No,No,No
CUST-02062,41,49.23,2071.31,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,Yes
CUST-02063,11,20.0,216.86,Month-to-month,DSL,Bank transfer,0,No,No,No,No,Yes,Yes
CUST-02064,52,55.98,2992.29,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,Yes,Yes
CUST-02065,43,79.0,3519.06,Two year,No,Bank transfer,0,Yes,No,Yes,No,Yes,No
CUST-02066,37,73.41,2677.71,Month-to-month,No,Bank transfer,1,Yes,No,No,No,Yes,No
CUST-02067,53,99.99,5394.69,Two year,DSL,Electronic check,0,Yes,No,Yes,No,No,No
CUST-02068,66,118.89,7771.15,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No
CUST-02069,24,88.98,2157.35,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No,Yes
CUST-02070,31,104.56,3173.87,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,Yes
CUST-02071,14,89.17,1081.96,Two year,DSL,Mailed check,1,Yes,Yes,No,No,No,No
CUST-02072,47,112.75,5390.8,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,No,No
CUST-02073,29,116.27,3269.14,One year,Fiber optic,Credit card,0,No,Yes,No,No,Yes,No
CUST-02074,25,93.78,2270.17,Two year,Fiber optic,Mailed check,1,No,No,No,No,No,No
CUST-02075,51,87.66,4434.33,Month-to-month,No,Bank transfer,0,No,No,No,No,Yes,No
CUST-02076,30,64.87,2135.87,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,Yes,No
CUST-02077,34,68.97,2507.15,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,Yes,No
CUST-02078,32,61.55,1801.53,Two year,DSL,Bank transfer,0,No,No,No,No,No,No
CUST-02079,19,85.53,1501.21,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,No,No,No
CUST-02080,10,51.99,707.52,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,Yes,Yes
CUST-02081,60,65.22,4131.9,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,No,Yes,No
CUST-02082,7,20.0,187.84,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,Yes
CUST-02083,24,113.08,2727.58,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No
CUST-02084,49,64.49,3153.68,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,No,Yes
CUST-02085,10,81.39,791.96,Two year,No,Mailed check,0,No,No,No,Yes,Yes,No
CUST-02086,48,106.44,4984.54,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,No,No,No
CUST-02087,53,77.51,4190.63,Two year,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No
CUST-02088,48,106.11,4998.95,Two year,Fiber optic,Credit card,1,Yes,No,No,Yes,Yes,No
CUST-02089,22,38.96,922.35,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No
CUST-02090,2,129.93,263.31,One year,Fiber optic,Mailed check,0,No,No,No,No,Yes,Yes
CUST-02091,64,97.18,6328.87,Month-to-month,DSL,Mailed check,0,No,Yes,No,Yes,Yes,No
CUST-02092,24,75.23,1736.96,One year,Fiber optic,Electronic check,0,No,No,No,No,No,Yes
CUST-02093,58,105.63,5998.74,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,No,Yes,No
CUST-02094,15,40.78,510.61,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,Yes
CUST-02095,12,62.78,751.26,One year,No,Bank transfer,0,No,No,Yes,Yes,No,No
CUST-02096,57,106.11,6032.52,Month-to-month,No,Mailed check,0,No,No,No,Yes,Yes,No
CUST-02097,68,23.32,1457.76,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,Yes,Yes
CUST-02098,62,84.01,5155.39,One year,No,Mailed check,0,No,Yes,Yes,No,No,No
CUST-02099,55,83.3,4589.6,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No
CUST-02100,18,119.23,2216.83,Month-to-month,No,Electronic check,0,No,No,No,No,Yes,Yes
CUST-02101,66,30.43,2005.84,Month-to-month,No,Credit card,0,No,No,No,No,Yes,No
CUST-02102,49,110.24,5471.96,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes
CUST-02103,13,56.01,732.39,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,Yes,Yes
CUST-02104,10,58.82,593.06,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,No
CUST-02105,63,39.45,2535.37,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,No
CUST-02106,20,42.8,736.86,One year,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,Yes,No
CUST-02107,56,80.09,4673.61,Two year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No
CUST-02108,10,42.19,429.67,One year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No
CUST-02109,21,88.51,1849.85,Month-to-month,Fiber optic,Mailed check,1,No,No,Yes,No,No,Yes
CUST-02110,21,53.43,1146.85,One year,DSL,Bank transfer,0,No,Yes,No,No,No,No
CUST-02111,21,39.67,947.08,Two year,DSL,Mailed check,0,Yes,No,No,No,No,No
CUST-02112,49,56.8,2825.02,Two year,Fiber optic,Electronic check,0,No,No,No,No,No,No
CUST-02113,66,78.42,5239.28,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,Yes,No
CUST-02114,66,63.07,4171.26,Month-to-month,No,Electronic check,0,No,No,No,No,Yes,Yes
CUST-02115,54,70.86,3718.08,Month-to-month,No,Credit card,0,No,No,Yes,Yes,Yes,No
CUST-02116,15,87.41,1051.5,One year,Fiber optic,Credit card,0,No,No,No,No,No,Yes
CUST-02117,70,97.06,6877.19,Month-to-month,Fiber optic,Mailed check,1,Yes,No,No,Yes,Yes,No
CUST-02118,40,62.25,2590.81,Two year,Fiber optic,Credit card,0,Yes,No,No,No,Yes,No
CUST-02119,40,43.89,1635.97,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,No,No,Yes
CUST-02120,51,71.9,3535.33,One year,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,Yes,Yes
CUST-02121,56,81.77,4461.84,Month-to-month,No,Electronic check,0,No,Yes,Yes,No,No,No
CUST-02122,69,33.48,2246.13,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,Yes,Yes
CUST-02123,42,47.73,1909.41,Month-to-month,DSL,Credit card,0,Yes,Yes,No,Yes,Yes,Yes
CUST-02124,44,52.02,2296.51,One year,Fiber optic,Bank transfer,0,No,Yes,No,No,Yes,No
CUST-02125,54,64.8,3510.38,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,Yes,No
CUST-02126,19,50.97,967.38,Month-to-month,No,Credit card,0,Yes,No,No,No,Yes,Yes
CUST-02127,23,87.68,1957.63,One year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No
CUST-02128,46,29.87,1276.25,Two year,Fiber optic,Credit card,0,Yes,No,No,No,No,No
CUST-02129,5,30.51,0.0,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No
CUST-02130,24,61.65,1414.67,One year,No,Bank transfer,0,Yes,No,Yes,No,Yes,No
CUST-02131,52,65.61,3467.01,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,No
CUST-02132,71,33.63,2217.8,Two year,DSL,Electronic check,0,Yes,No,No,Yes,Yes,No
CUST-02133,38,54.83,2068.48,Month-to-month,No,Credit card,0,No,Yes,No,Yes,Yes,No
CUST-02134,29,59.97,1625.25,Two year,Fiber optic,Credit card,0,Yes,No,No,No,Yes,No
CUST-02135,32,60.17,1787.07,Two year,No,Mailed check,0,No,No,No,No,No,No
CUST-02136,50,73.8,3778.36,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,Yes,Yes
CUST-02137,40,53.46,2253.61,Month-to-month,DSL,Mailed check,0,No,Yes,No,Yes,Yes,No
CUST-02138,2,106.95,255.93,One year,No,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes
CUST-02139,39,82.21,3079.23,One year,Fiber optic,Mailed check,1,No,Yes,No,Yes,No,Yes
CUST-02140,29,49.82,1520.68,One year,No,Mailed check,0,No,No,No,No,No,No
CUST-02141,51,72.36,3757.09,Two year,DSL,Credit card,0,Yes,No,No,No,Yes,No
CUST-02142,64,73.1,4870.7,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
CUST-02143,70,100.37,6964.92,Month-to-month,DSL,Credit card,0,Yes,No,No,Yes,Yes,No
CUST-02144,44,54.99,2449.78,One year,DSL,Mailed check,0,No,No,No,No,No,No
CUST-02145,27,89.18,2311.59,Month-to-month,No,Credit card,0,No,No,No,No,No,Yes
CUST-02146,32,71.05,2076.23,One year,DSL,Credit card,1,Yes,No,No,Yes,Yes,No
CUST-02147,13,107.29,1204.3,Two year,DSL,Bank transfer,0,Yes,Yes,No,No,No,Yes
CUST-02148,68,102.27,6953.23,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No,No
CUST-02149,62,74.92,4564.14,Two year,Fiber optic,Bank transfer,0,No,No,No,No,No,No
CUST-02150,62,63.44,3978.6,Two year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No
CUST-02151,24,82.67,2041.73,Month-to-month,No,Credit card,0,Yes,No,No,No,No,No
CUST-02152,24,65.49,1566.77,Two year,Fiber optic,Electronic check,0,No,No,No,No,No,Yes
CUST-02153,62,112.01,6782.86,One year,DSL,Bank transfer,1,Yes,Yes,No,No,Yes,No
CUST-02154,40,71.96,2773.42,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,No,No,No
CUST-02155,51,59.86,3070.0,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,No,Yes
CUST-02156,36,58.51,2133.6,Month-to-month,DSL,Bank transfer,1,No,Yes,Yes,No,Yes,No
CUST-02157,32,39.67,1298.24,One year,Fiber optic,Credit card,1,No,Yes,No,Yes,No,No
CUST-02158,46,83.91,3940.38,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,Yes
CUST-02159,59,49.5,2890.07,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,No,Yes,No
CUST-02160,25,97.45,2451.01,Two year,DSL,Bank transfer,1,No,Yes,Yes,Yes,Yes,No
CUST-02161,59,37.68,2272.43,One year,No,Mailed check,0,Yes,No,No,No,No,No
CUST-02162,18,73.18,1407.75,One year,DSL,Mailed check,1,No,Yes,Yes,Yes,No,No
CUST-02163,30,98.76,2955.04,Two year,DSL,Mailed check,0,No,No,No,No,Yes,No
CUST-02164,66,20.0,1308.89,Month-to-month,No,Bank transfer,0,No,No,No,No,No,No
CUST-02165,69,120.46,8336.02,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No
CUST-02166,67,59.37,3976.05,One year,No,Credit card,0,No,Yes,No,No,Yes,No
CUST-02167,23,73.53,1657.6,Month-to-month,No,Electronic check,0,Yes,Yes,No,No,Yes,Yes
CUST-02168,61,84.29,5071.72,Month-to-month,Fiber optic,Mailed check,1,No,Yes,No,No,No,No
CUST-02169,68,88.15,5816.36,One year,Fiber optic,Credit card,1,No,No,No,Yes,Yes,No
CUST-02170,71,76.85,5503.33,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No
CUST-02171,2,94.93,230.05,Month-to-month,DSL,Mailed check,0,No,No,No,No,No,Yes
CUST-02172,54,82.98,4500.88,One year,DSL,Credit card,0,Yes,No,No,No,Yes,No
CUST-02173,72,114.02,8244.34,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,No
CUST-02174,56,83.06,4628.43,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,No
CUST-02175,17,119.12,2205.82,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-02176,55,92.53,5171.35,Two year,DSL,Electronic check,0,No,Yes,Yes,No,No,No
CUST-02177,8,24.86,387.01,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,Yes
CUST-02178,35,130.0,4477.86,Month-to-month,DSL,Credit card,0,No,No,No,Yes,Yes,Yes
CUST-02179,46,55.64,2547.81,Month-to-month,DSL,Bank transfer,0,Yes,No,No,No,No,No
CUST-02180,33,107.39,3532.14,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes
CUST-02181,51,70.67,3743.25,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,No,No,No
CUST-02182,18,96.53,1524.92,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,No,No
CUST-02183,44,52.79,2378.38,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,No,Yes,Yes
CUST-02184,47,85.64,4041.19,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,Yes,No,Yes,Yes
CUST-02185,46,63.67,3033.32,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,No,Yes,Yes
CUST-02186,21,109.48,2243.05,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,No,Yes
CUST-02187,22,80.97,1607.6,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,No
CUST-02188,19,93.4,1963.92,Month-to-month,DSL,Bank transfer,0,No,Yes,No,No,Yes,Yes
CUST-02189,34,20.0,678.87,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No
CUST-02190,43,67.86,3013.58,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,No,No,Yes,Yes
CUST-02191,27,80.26,2136.37,Two year,DSL,Credit card,1,No,No,No,No,No,No
CUST-02192,30,75.59,2381.59,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,No
CUST-02193,21,94.03,2052.07,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,No,Yes
CUST-02194,16,60.85,1095.94,One year,DSL,Electronic check,0,No,No,No,No,Yes,No
CUST-02195,48,71.22,3385.76,One year,No,Mailed check,1,Yes,No,Yes,Yes,No,No
CUST-02196,59,99.53,6007.81,Two year,DSL,Electronic check,1,Yes,No,No,No,Yes,No
CUST-02197,21,20.0,473.04,Month-to-month,No,Mailed check,1,Yes,No,Yes,Yes,No,Yes
CUST-02198,62,84.73,5072.34,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,No,No
CUST-02199,42,61.65,2726.09,Month-to-month,DSL,Bank transfer,0,No,Yes,No,Yes,No,No
CUST-02200,13,47.19,671.67,One year,DSL,Credit card,0,No,No,Yes,No,Yes,No
CUST-02201,27,78.41,2087.82,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,No,Yes,Yes
CUST-02202,1,100.69,87.94,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,No,Yes
CUST-02203,3,95.98,187.69,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes
CUST-02204,25,66.62,1680.81,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No
CUST-02205,33,91.89,3088.31,Month-to-month,DSL,Credit card,0,No,No,No,No,No,No
CUST-02206,58,91.7,5330.57,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,No,No
CUST-02207,10,67.82,701.69,Two year,No,Mailed check,0,No,Yes,No,Yes,No,No
CUST-02208,61,52.67,3158.85,One year,Fiber optic,Bank transfer,0,No,No,No,No,No,No
CUST-02209,17,54.12,828.37,One year,Fiber optic,Mailed check,0,Yes,No,No,No,No,Yes
CUST-02210,10,90.95,913.19,One year,Fiber optic,Bank transfer,0,No,No,No,No,Yes,Yes
CUST-02211,51,68.95,3542.55,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,No,No
CUST-02212,56,43.85,2414.65,Two year,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,No
CUST-02213,44,27.88,1274.34,Month-to-month,DSL,Bank transfer,1,Yes,No,No,No,No,No
CUST-02214,9,90.8,903.96,Two year,DSL,Mailed check,0,No,No,No,No,No,No
CUST-02215,9,56.33,604.77,Month-to-month,Fiber optic,Electronic check,1,No,No,No,No,No,Yes
CUST-02216,29,78.26,2221.14,One year,No,Electronic check,1,No,Yes,Yes,No,Yes,No
CUST-02217,33,100.99,3166.96,Month-to-month,Fiber optic,Credit card,1,No,No,No,No,Yes,Yes
CUST-02218,72,37.28,2727.5,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No
CUST-02219,21,68.87,1417.86,Month-to-month,DSL,Electronic check,0,Yes,Yes,No,No,Yes,Yes
CUST-02220,14,65.73,922.93,One year,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,No
CUST-02221,69,79.49,5437.04,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,No,Yes,Yes
CUST-02222,12,100.98,1375.44,Two year,DSL,Mailed check,0,No,Yes,No,No,Yes,Yes
CUST-02223,2,36.76,32.14,Month-to-month,DSL,Electronic check,0,No,No,No,No,Yes,Yes
CUST-02224,31,84.24,2799.09,One year,Fiber optic,Bank transfer,0,No,No,No,No,Yes,No
CUST-02225,29,95.79,2856.01,One year,DSL,Credit card,0,Yes,No,No,Yes,No,No
CUST-02226,45,65.34,3045.74,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,Yes
CUST-02227,64,66.56,4247.25,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,No
CUST-02228,68,80.46,5388.35,One year,DSL,Credit card,0,Yes,Yes,No,No,Yes,No
CUST-02229,21,78.62,1721.31,One year,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No
CUST-02230,71,84.56,6038.24,One year,DSL,Credit card,1,No,Yes,No,Yes,Yes,No
CUST-02231,46,84.03,3815.28,One year,DSL,Electronic check,0,Yes,No,No,No,Yes,No
CUST-02232,6,45.45,343.99,Month-to-month,No,Credit card,0,No,No,No,Yes,No,No
CUST-02233,68,94.76,6502.42,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,Yes,Yes
CUST-02234,10,99.17,819.65,Month-to-month,DSL,Mailed check,0,Yes,No,No,No,Yes,No
CUST-02235,43,74.65,3272.14,One year,DSL,Credit card,0,Yes,No,No,Yes,No,No
CUST-02236,57,32.65,1957.47,Two year,DSL,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-02237,18,67.13,1056.29,Month-to-month,No,Bank transfer,0,Yes,Yes,No,Yes,No,Yes
CUST-02238,20,74.86,1692.76,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,Yes,Yes,Yes
CUST-02239,35,41.38,1588.79,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,No,No,Yes
CUST-02240,64,61.0,3732.04,One year,DSL,Credit card,0,Yes,No,No,No,Yes,No
CUST-02241,17,34.77,555.26,One year,No,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes
CUST-02242,48,85.18,3999.49,One year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-02243,33,74.15,2328.34,One year,DSL,Electronic check,0,No,No,No,No,No,No
CUST-02244,9,28.86,291.16,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No
CUST-02245,52,78.79,4111.87,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,Yes
CUST-02246,60,68.59,4024.31,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,No,No,Yes
CUST-02247,42,82.91,3402.84,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,Yes,No
CUST-02248,13,60.21,783.96,Two year,DSL,Bank transfer,0,Yes,No,No,Yes,Yes,No
CUST-02249,12,49.96,640.73,One year,Fiber optic,Credit card,0,No,No,No,No,Yes,No
CUST-02250,31,50.73,1490.07,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No
CUST-02251,37,56.55,2099.19,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-02252,40,70.47,2874.12,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,Yes,No
CUST-02253,18,73.7,1418.27,Two year,DSL,Electronic check,0,No,No,No,No,Yes,No
CUST-02254,37,65.23,2443.1,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,Yes,No
CUST-02255,22,59.42,1323.22,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No
CUST-02256,50,61.21,3036.88,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,Yes,Yes
CUST-02257,58,130.0,7499.22,One year,No,Electronic check,0,No,No,Yes,Yes,Yes,No
CUST-02258,47,50.73,2402.3,One year,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No
CUST-02259,1,56.05,65.62,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,Yes
CUST-02260,72,130.0,9401.36,One year,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,No
CUST-02261,2,80.53,84.63,Month-to-month,DSL,Bank transfer,0,No,Yes,No,No,Yes,No
CUST-02262,72,35.5,2620.17,Two year,No,Credit card,0,No,No,Yes,Yes,No,No
CUST-02263,3,91.07,121.32,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,No,Yes
CUST-02264,38,47.25,1863.74,One year,No,Mailed check,1,Yes,No,Yes,No,Yes,No
CUST-02265,8,92.73,720.64,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,Yes,Yes
CUST-02266,7,64.73,340.03,One year,Fiber optic,Electronic check,1,No,Yes,No,No,Yes,Yes
CUST-02267,50,59.01,2837.82,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,No,No,No
CUST-02268,53,110.23,5897.1,One year,Fiber optic,Mailed check,0,No,Yes,Yes,No,Yes,No
CUST-02269,9,84.16,769.93,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,No,Yes
CUST-02270,71,94.32,6717.71,Month-to-month,No,Bank transfer,0,Yes,No,No,No,No,Yes
CUST-02271,24,80.87,1921.94,Two year,Fiber optic,Credit card,0,No,No,No,No,No,Yes
CUST-02272,23,58.89,1313.81,Month-to-month,Fiber optic,Credit card,1,No,Yes,Yes,No,Yes,Yes
CUST-02273,22,85.28,1888.26,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
CUST-02274,34,100.23,3404.39,One year,DSL,Bank transfer,1,No,No,Yes,No,Yes,Yes
CUST-02275,13,73.37,877.48,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,Yes,Yes,Yes
CUST-02276,31,115.04,3398.45,Two year,No,Mailed check,0,No,No,No,No,Yes,No
CUST-02277,16,91.26,1390.04,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,No,Yes,Yes
CUST-02278,4,75.3,316.51,Two year,Fiber optic,Mailed check,0,No,Yes,No,No,No,No
CUST-02279,27,76.29,2142.45,Two year,No,Electronic check,1,No,No,No,No,Yes,No
CUST-02280,49,73.43,3398.21,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,Yes,No
CUST-02281,55,38.72,2079.21,Month-to-month,No,Electronic check,0,No,No,No,Yes,Yes,Yes
CUST-02282,26,67.75,1782.51,One year,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
CUST-02283,24,75.53,1824.67,One year,DSL,Electronic check,1,Yes,No,No,Yes,No,Yes
CUST-02284,57,59.6,3402.14,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,No,Yes,No
CUST-02285,50,78.44,3869.3,Month-to-month,DSL,Electronic check,0,Yes,Yes,No,Yes,No,No
CUST-02286,60,70.53,4153.86,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-02287,66,89.34,5941.07,One year,DSL,Electronic check,0,Yes,No,No,Yes,No,Yes
CUST-02288,60,86.58,5217.29,One year,DSL,Bank transfer,0,No,No,No,No,Yes,No
CUST-02289,68,74.18,5036.35,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No
CUST-02290,30,35.82,1274.32,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,Yes,Yes,Yes
CUST-02291,29,114.77,3449.65,One year,DSL,Bank transfer,0,No,No,No,No,Yes,No
CUST-02292,24,66.45,1643.88,Two year,Fiber optic,Electronic check,1,Yes,Yes,No,No,Yes,No
CUST-02293,17,67.98,1247.94,Month-to-month,DSL,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-02294,54,61.44,3382.21,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-02295,52,57.79,2977.58,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No
CUST-02296,58,108.6,6187.52,One year,DSL,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-02297,13,104.65,1456.83,Month-to-month,No,Electronic check,0,No,No,No,No,Yes,Yes
CUST-02298,36,81.11,2918.47,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
